x,y,z,Marker (categorical),Marker (continuous)
828.0321993155424,553.6101340737636,694.748954472573,3,0.33904093040647343
747.7370559838982,598.0932216738129,359.0529935429603,2,-0.7698622709142291
792.0203942355495,331.93089791585817,781.9172073925397,3,0.9070221851748128
478.6411317808675,664.2908448521001,173.27707254247983,3,0.06955184084005617
389.6469552014541,260.33396008904333,105.52105597722716,3,0.9967465497673481
602.1262839833341,227.75200032596655,696.9557114183119,3,-0.1508755295992407
618.2283610559919,92.88972793141758,751.6789834482903,3,0.9394028791427467
568.2186892659071,639.2858284060353,167.7722081973354,3,0.07420628262555676
761.5699778564729,851.9546083904479,398.4588506364851,3,0.9619055083136923
341.8866305006234,886.4061107252601,753.7376925863408,3,0.9596875941872863
829.6278877413137,490.6271968883037,727.841922651227,3,0.5426405122789548
631.5837683747917,275.4872775100782,402.15363935204454,2,-0.9393622852486756
548.9837556959232,984.4154202322342,574.5438588293187,3,0.9416418459019191
374.6691478775436,538.5730172453336,519.059717008143,3,0.20390464713010828
406.8249196150606,701.4299278140006,601.5313248069326,2,-0.9893315555129814
577.377349101386,453.913667536129,55.89980081324786,3,0.9730547001621965
159.434815683974,221.70678531320155,627.6964100042819,3,0.9868951618589026
325.8906512694855,113.35170381972515,403.77291889489817,3,0.8774245805492256
427.2186385992879,285.4648375036166,475.71836951287383,2,-0.9274932751011666
303.3690746840205,465.7075886297166,645.9833023824264,2,-0.9951017093060294
593.2645927450759,826.3786597542637,303.44381360131814,3,0.43344546276609774
252.40492066412435,506.1076622034032,832.0742729431984,3,0.696172628776579
837.8925162187962,260.69561956509756,710.9984611759731,3,0.9979803566588563
563.9637390265133,231.93757393606373,422.9181242605656,2,-0.8919883310681884
729.0436536858336,584.5203255438995,799.0248899135473,3,0.34996557632767167
867.9671706187572,459.361709406516,357.6863418405201,3,0.49009205648759757
525.9715524005719,311.88773570971193,319.0522709580241,2,-0.9927610505588103
99.89754608130585,344.3553474964239,604.3796920121687,3,0.9217898683399313
798.2176434636352,593.9505573105479,144.77900743544959,3,0.998151155906606
763.8839511063941,281.21435898750127,460.02839086141347,3,-0.23813475618822488
448.7683864243759,90.91334557353915,378.0270156378287,3,0.8410482121589534
531.0977168806204,674.8701941714598,633.6551138729199,2,-0.8941098748819247
240.86487382071286,494.56931339124463,382.34894094252826,2,-0.9018137590732319
307.7034852211132,261.63585284748837,730.0601935428934,3,0.3087550474346306
427.5177117153459,826.7305961075014,810.9324391021664,3,0.9840428105358271
776.498656039362,452.540659709345,750.585308859226,3,0.21168369949085336
571.9736219131235,685.6325100565505,112.33320561025128,3,0.8842143094916757
569.7601995964847,402.93250347987754,484.9821861511413,3,0.37204511223955355
439.641100307713,334.87638556368495,265.7595923152296,2,-0.8434286001556267
150.03211221457323,434.79856807243044,746.8503942708669,3,0.8658195634670435
303.1271177124389,677.8751518056637,723.1091109269596,3,-0.2159896705716025
320.6968970925701,505.51111313305506,457.9327745056835,3,-0.5233189834097446
604.0817220555974,774.9311388565811,725.4004137650629,3,0.12933631030871545
318.0464363732184,151.63754392004557,572.8451797683472,3,0.5290106500056408
701.6045408968748,337.98603834124077,673.2395835538842,2,-0.6702292313170692
251.07272579562166,314.1234754610889,255.58328244223162,3,0.47311172114891537
40.15728369615712,373.52265564449164,486.5704779643858,3,0.9930988510592882
621.1759373999136,75.68354714451375,587.553639209429,3,0.9609776814922544
508.5223198987464,739.1364237611513,171.5777041495118,3,0.6086992934459682
771.1644780774632,269.18994550539287,444.7440442728562,3,-0.0176366627461072
723.176595239258,334.5950789451275,618.9987598899601,2,-0.7626252276754871
76.5863970738323,505.71681126884727,368.98963503708313,3,0.9297343563063514
838.9584602682677,414.39332523660676,607.439539497285,3,0.060968243176774344
730.3752396654405,741.067150575494,439.6071794074139,3,-0.32554240395590756
813.9969988118177,248.82164821149567,532.3652243661835,3,0.5739575744415062
180.54404621635257,778.0292863947332,436.5067447524972,3,0.8272444285720365
222.7206593018396,234.7484188158142,715.2891311889954,3,0.911115208504839
289.7762679595145,711.1933874697725,668.1087302546468,3,-0.28007321004659275
783.9614684944278,656.3141800154596,534.6753932989574,3,-0.49668457403497734
962.2467886151012,609.70789579428,517.7415641053589,3,0.9956915725804496
929.9543487843503,458.5713806665853,645.302723464647,3,0.981081348524963
167.90440124487827,417.0692765572442,347.2664346037303,3,0.19254532019110437
664.5643540592966,674.9663473265159,102.48706029568989,3,0.9977259728986372
610.5577578117139,936.7762192206442,336.0993086788212,3,0.9885335362589881
466.74408487357664,528.9724653109605,275.11549176468355,2,-0.9345660209381652
464.42536677448606,407.1343859991974,874.690059793522,3,0.3721849938676928
874.9184531009034,557.3479436497195,515.4678548114218,3,0.2604323751805671
856.5488994224457,675.2218362010515,592.8714085337441,3,0.6275262208909063
815.730507966635,396.8342375624492,206.1159348160887,3,0.9310709283402978
622.1446613184187,779.0847189158952,895.586107633937,3,0.9040035284470952
584.473376606474,696.9186516866791,382.37401282000707,2,-0.9901198858437392
668.8521364417935,567.2183251476592,325.86439047654403,2,-0.9994034356730787
758.7863933565757,746.7838230615224,740.1547802168615,3,0.847354220943477
235.22243608592396,813.2818866051182,351.4724395556459,3,0.8872319333580994
590.4007850569822,709.8637757214807,179.06275753136737,3,0.4560855720450732
513.5186678146551,853.4136668490129,376.5232251678835,3,0.18944399616986446
180.3735859404648,812.2023678409041,514.695467100026,3,0.9486787187732385
489.21124257407024,240.03486037237732,232.93615588481376,3,0.16425630199706248
448.38852026523625,449.5955411563831,587.5075507057556,3,0.4657064691800847
423.86075722940797,378.0304529746904,429.3063996939057,3,-0.19826950999453552
345.374088372853,266.7192644730896,834.7645181869091,3,0.8878739693732867
453.79405831663746,373.90451701039916,396.4449436345748,3,-0.33006999374304136
796.5451273802961,304.4698960709431,265.5436039263989,3,0.8050744327989445
218.24044730192537,198.12483557638717,231.17631867619716,3,0.9407965447326414
962.8817229669581,508.9754879162245,476.50644087522187,3,0.996773622329844
705.2415645536411,473.43273930462294,614.8685917604673,2,-0.9679698477913229
418.40976453514753,345.3040255042757,46.36381807367129,3,0.9688757275039431
403.22891249525685,186.68732352805918,835.639682336055,3,0.9999967773716744
820.9512423057113,557.0423055577942,869.9829221372268,3,0.9389353933836457
404.8036903336655,413.48865162041824,947.5178226526376,3,0.998747675643355
242.96285677401562,456.59785112107255,582.6415066195385,2,-0.9600952693528476
264.30599721958623,864.0506391416602,643.515882005375,3,0.9840308362791004
814.8892602109889,442.78518592996573,699.9924743917221,3,0.2292519752754342
881.885932632516,206.18866356474064,570.7974727769022,3,0.9658298967168297
101.55090641767428,342.6216268429759,742.6191343872895,3,0.9427395763230947
629.3336321515698,308.68128342518384,818.493970811303,3,0.4486814942071287
452.80067601059847,799.9824976684146,355.93965875971844,3,-0.363395934272421
515.5977958664628,778.4302207440124,537.3677390776859,2,-0.9215086335423963
246.28026764674726,323.2124357224695,603.5806546835007,3,-0.4950135465132983
177.9105255520398,302.407466426009,619.4713169508208,3,0.48612497000729815
653.0037841924345,261.2096438655852,369.58047834559983,2,-0.6608642865035647
671.8475057973623,371.06475431675466,718.2465888216103,2,-0.7231009103610071
180.88486852230034,637.7611651004352,603.741468894942,3,0.017083135702542274
188.87759682708372,306.8298489085759,586.5689364146118,3,0.21375466526008155
107.36769423985182,568.2980921264216,533.2243457428352,3,0.5314693374749805
802.5298126186894,528.3576434444208,745.7837250471027,3,0.4145594171336152
769.6082633660951,461.5021346017828,83.26919988375204,3,0.9129470950047789
838.9360594090639,612.7226526340555,567.9934610945731,3,0.029799076544604324
532.4142352216065,641.9419109053755,603.9515604121053,3,-0.4550781551160428
975.9192904384955,607.9722931427214,484.83362900480967,3,0.9609605133152891
565.5759632970824,308.72916645688207,879.7355887799455,3,0.8431542857167951
262.7583947362354,521.9708241163605,392.49069773598865,2,-0.9942754161057523
709.1169067295042,623.4087647183798,693.5506233619359,2,-0.6786166332415289
382.2670069435756,968.8152824712001,427.99282569137773,3,0.9590906907607537
530.2069710548544,354.8608818890279,755.1293343579158,2,-0.8257571425640068
610.6215251585045,486.5817459232471,708.1927970610071,2,-0.9658949461511678
123.24938052717415,229.96236281309478,369.8708511049792,3,0.9836629175861865
762.2328423024807,604.2751977860544,838.9572032218468,3,0.9174277503751224
392.7198474944281,782.0187699842654,660.6590876094593,3,-0.28421839362062584
714.998338572268,120.10792693132855,383.43961606271347,3,0.9683740640006875
400.3221116760046,454.24928225641423,34.587934753687044,3,0.9911786443563685
706.7480787068914,685.8331724701951,531.8895609989908,2,-0.9300436976725794
881.826852886791,533.7745725436391,320.34921230813865,3,0.7848866201049005
195.19320445511212,422.0895730581442,334.9612203298231,3,-0.09186558129703502
397.27180665619244,392.82485899237696,640.9852372868348,2,-0.7512853903967472
416.0967755149807,551.986223839874,24.68338848560181,3,0.9714471869653962
568.0065130687135,827.5185077552653,325.814697008033,3,0.2256313509438719
498.1021164441539,492.05325057515137,68.10033944201265,3,0.8567254872802682
94.21848274746625,241.32579428120738,544.5065058405786,3,0.9785248799372342
322.7432634734449,281.9269485568239,312.33383457967545,3,-0.3385559021986907
189.5801466631285,450.44500315375024,703.7768465958757,3,0.1896488558340317
684.5587548839544,318.5540353704928,717.879624106312,3,-0.33322955774220936
675.860746331188,715.3437732195611,424.25512833149304,2,-0.8784210071810026
196.40270202785004,526.2534256591194,618.0380598650795,3,-0.48649144513267045
146.3787277911296,651.3908715042082,816.9676002676237,3,0.9093182256877342
659.8516156682211,231.16082528631608,842.8682444031925,3,0.9973676274477052
51.27144839405751,378.3683999772315,388.8057117946553,3,0.9914229516457952
427.81492107762864,132.4774661051783,544.8096328889098,3,0.22671860530920243
672.3611797349731,870.8373352757278,487.83498776202185,3,0.6402747555742329
874.1826379028547,318.0194029645639,502.81596611940637,3,0.7151667167255144
478.3311346271236,74.57634100117461,700.0937448055334,3,0.9997380908802875
851.765761657742,432.50544575663343,285.8771238497645,3,0.727380218823597
870.0735907313366,633.8965954572178,757.1110828679006,3,0.9998864896874954
532.7113855727636,936.7001354526221,592.3403654894548,3,0.9510101570564223
726.0888405951409,737.9463450523191,417.24809904976337,3,-0.3306553510156978
706.6173746434531,586.8097534591931,512.7485044090156,2,-0.9079871616841207
530.2484303358822,508.1234589704181,590.5044501714259,1,0.6759010097517724
637.0993577200618,517.6669261153264,157.86616214036852,3,0.10850810294910522
279.172180481986,792.7041427428549,821.9133196118896,3,0.9622682062985216
314.5054499145751,789.3891090034627,410.78253974627455,3,-0.09393357857596545
828.9076611047627,315.25088517404697,786.5577607919473,3,0.9976679085812368
145.58001968767985,612.3089300967731,472.0165772265763,3,0.164034443523892
561.7579834351158,478.7042785228217,731.4153341564743,2,-0.9803071557444035
393.8483801259871,671.2182195114422,893.2950365034498,3,0.9221898965110246
183.71217566274922,586.6815386160591,337.71381833979694,3,0.06343764878559592
372.2670003687062,446.2392061864721,260.9118817657963,2,-0.9474439929842692
402.31183098184977,298.0666777803911,184.7742007144062,3,0.36174577720014867
463.14520538349547,272.74943112147076,672.5234824741308,2,-0.8816957577018447
823.0753742183643,442.8461165018893,864.8270953875867,3,0.9506385013584029
208.19048400338414,791.6591094449915,647.7044255586451,3,0.9001318477510867
785.7047674293365,791.7640838674566,326.691760297687,3,0.9316255311118498
546.1260679973759,817.479300891573,578.1010444203544,3,-0.4426384586241537
938.1781226884053,612.3186588838632,569.8687805786235,3,0.9862674670938676
343.12122993629913,550.0478312438308,76.31652384026677,3,0.9776233562530099
969.1486663433088,494.8910413072697,432.134765148159,3,0.9973365796917363
597.646081438753,208.93928122697758,651.5313722616717,3,-0.27688205182116854
684.2751589828363,431.40423047063734,272.1108436467233,2,-0.7739609323461312
524.1161434793903,726.5334334094225,732.3230723774192,3,-0.5044065185768599
548.3720368402895,434.6335310702324,665.5484400551337,3,-0.525656997857027
863.4851537253129,244.36063489368388,704.7444017531157,3,0.9566912887688127
238.45120208425718,733.879862503341,323.27013544333283,3,0.4415683073204226
423.75787156857825,424.27102761952153,189.19636992405842,3,-0.45992783348123883
268.3739217793277,304.5387121505353,872.0382145004589,3,0.9875753884835747
214.62846852978223,616.5372197287907,830.1270681411354,3,0.9678600297204312
43.058072904516685,323.1710229407548,492.0891006649188,3,0.9534468145202488
850.6407962421213,240.76305503075014,276.72975055228164,3,0.9540055823265516
541.4318085712902,287.39100471200396,77.06567562054944,3,0.9960132578177546
160.26261787586472,742.110736733744,721.8598589861763,3,0.9987358253499334
311.4319741807633,167.4782519976008,718.3864848634673,3,0.9126796263194358
477.67840840343587,686.9365270667922,201.67565970644907,3,-0.1282539934342208
223.1559477266255,903.3994454002578,510.6329416519193,3,0.9562835765096235
605.6949227549028,572.8802832025751,27.177000885928337,3,0.9538168444764759
129.3863082102279,391.8055288645571,816.3438603510799,3,0.9050144539666719
849.087777009321,833.9306011068397,532.4164805195765,3,0.975728790116458
797.0793548461048,748.0858560986417,802.7951141981882,3,0.9471427510152015
561.3766337353836,336.21939202324614,733.0016702914384,2,-0.8552633800475671
677.4134062093674,367.8507880908295,357.2591701415415,2,-0.9909544209298544
156.25655627855994,593.9857109838114,631.3480230375724,3,0.26327893078230263
856.6786923099829,816.6362319385171,586.0217849561038,3,0.9742024136061337
589.0530025602654,817.9665226812381,242.6528499702304,3,0.7406443653259147
691.1952761540964,939.101557930109,535.2124152310264,3,0.9867550679014289
440.5553910883849,133.2160685659163,532.845179172253,3,0.16660475162662888
98.26118810816486,321.24022215133795,550.1265947346649,3,0.9259592470991894
607.2155208995379,763.0341939871421,384.9078943495834,2,-0.7207756522691511
717.8638926989261,391.98151034449427,549.4489374270087,2,-0.996267862966137
40.456807789899244,460.53629690089514,496.7866953818079,3,0.993482686775767
534.2410137177362,835.6518101868803,132.7971140258406,3,0.9078682859475112
462.8334258614701,635.1431379721822,721.495188243119,2,-0.9930842834842963
720.6105166146452,664.4510790823005,703.4445951368818,3,-0.2791373416345197
443.45541765845644,400.67415510771576,134.43978755650855,3,0.3082846348600641
496.277498544786,348.2152760684799,195.68727476035963,3,-0.3086983275864531
342.2833656812081,395.3789602707314,552.4633794663536,2,-0.6655263271054361
36.297238280393216,595.7304293973903,530.7687769291531,3,0.9968694112639461
681.2453126138925,722.2542291774149,872.3301208012977,3,0.9999112754807031
718.0855892490753,427.17628413826134,189.4501532028744,3,0.35501544896244636
486.8531378374239,789.0055914071688,160.3212852827408,3,0.9446275228352621
459.01601570180514,231.87778452520712,426.1415736171086,2,-0.9229024800647523
751.1882457606544,582.1171756498832,408.0963388968101,2,-0.9301456697657473
